,0
2019-04-30 09:00:45,4
2019-04-30 09:00:46,7
2019-04-30 09:00:47,5
2019-04-30 09:00:48,2
2019-04-30 09:00:49,6
2019-04-30 09:00:50,5
2019-04-30 09:00:51,4
2019-04-30 09:00:52,3
2019-04-30 09:00:53,2
2019-04-30 09:00:54,2
2019-04-30 09:00:55,3
2019-04-30 09:00:56,6
2019-04-30 09:00:57,2
2019-04-30 09:00:58,3
2019-04-30 09:00:59,6
2019-04-30 09:01:00,2
2019-04-30 09:01:01,2
2019-04-30 09:01:02,4
2019-04-30 09:01:03,4
2019-04-30 09:01:04,4
2019-04-30 09:01:05,1
2019-04-30 09:01:06,4
2019-04-30 09:01:07,7
2019-04-30 09:01:08,2
2019-04-30 09:01:09,6
2019-04-30 09:01:10,6
2019-04-30 09:01:11,4
2019-04-30 09:01:12,6
2019-04-30 09:01:13,4
2019-04-30 09:01:14,3
2019-04-30 09:01:15,3
2019-04-30 09:01:16,4
2019-04-30 09:01:17,5
2019-04-30 09:01:18,3
2019-04-30 09:01:19,3
2019-04-30 09:01:20,1
2019-04-30 09:01:21,5
2019-04-30 09:01:22,6
2019-04-30 09:01:23,2
2019-04-30 09:01:24,7
2019-04-30 09:01:25,3
2019-04-30 09:01:26,7
2019-04-30 09:01:27,6
2019-04-30 09:01:28,9
2019-04-30 09:01:29,7
2019-04-30 09:01:30,0
2019-04-30 09:01:31,4
2019-04-30 09:01:32,4
2019-04-30 09:01:33,11
2019-04-30 09:01:34,13
2019-04-30 09:01:35,6
2019-04-30 09:01:36,8
2019-04-30 09:01:37,4
2019-04-30 09:01:38,11
2019-04-30 09:01:39,6
2019-04-30 09:01:40,9
2019-04-30 09:01:41,8
2019-04-30 09:01:42,7
2019-04-30 09:01:43,1
2019-04-30 09:01:44,5
2019-04-30 09:01:45,3
2019-04-30 09:01:46,2
2019-04-30 09:01:47,1
2019-04-30 09:01:48,6
2019-04-30 09:01:49,1
2019-04-30 09:01:50,5
2019-04-30 09:01:51,4
2019-04-30 09:01:52,6
2019-04-30 09:01:53,1
2019-04-30 09:01:54,1
2019-04-30 09:01:55,2
2019-04-30 09:01:56,2
2019-04-30 09:01:57,3
2019-04-30 09:01:58,7
2019-04-30 09:01:59,2
2019-04-30 09:02:00,1
2019-04-30 09:02:01,3
2019-04-30 09:02:02,5
2019-04-30 09:02:03,6
2019-04-30 09:02:04,5
2019-04-30 09:02:05,3
2019-04-30 09:02:06,5
2019-04-30 09:02:07,6
2019-04-30 09:02:08,4
2019-04-30 09:02:09,2
2019-04-30 09:02:10,5
2019-04-30 09:02:11,7
2019-04-30 09:02:12,7
2019-04-30 09:02:13,8
2019-04-30 09:02:14,3
2019-04-30 09:02:15,10
2019-04-30 09:02:16,7
2019-04-30 09:02:17,5
2019-04-30 09:02:18,10
2019-04-30 09:02:19,4
2019-04-30 09:02:20,1
2019-04-30 09:02:21,4
2019-04-30 09:02:22,3
2019-04-30 09:02:23,2
2019-04-30 09:02:24,2
2019-04-30 09:02:25,2
2019-04-30 09:02:26,4
2019-04-30 09:02:27,1
2019-04-30 09:02:28,2
2019-04-30 09:02:29,4
2019-04-30 09:02:30,5
2019-04-30 09:02:31,4
2019-04-30 09:02:32,2
2019-04-30 09:02:33,2
2019-04-30 09:02:34,4
2019-04-30 09:02:35,6
2019-04-30 09:02:36,5
2019-04-30 09:02:37,6
2019-04-30 09:02:38,1
2019-04-30 09:02:39,4
2019-04-30 09:02:40,5
2019-04-30 09:02:41,5
2019-04-30 09:02:42,4
2019-04-30 09:02:43,7
2019-04-30 09:02:44,6
2019-04-30 09:02:45,8
2019-04-30 09:02:46,10
2019-04-30 09:02:47,5
2019-04-30 09:02:48,4
2019-04-30 09:02:49,6
2019-04-30 09:02:50,11
2019-04-30 09:02:51,17
2019-04-30 09:02:52,4
2019-04-30 09:02:53,5
2019-04-30 09:02:54,8
2019-04-30 09:02:55,6
2019-04-30 09:02:56,7
2019-04-30 09:02:57,7
2019-04-30 09:02:58,9
2019-04-30 09:02:59,3
2019-04-30 09:03:00,6
2019-04-30 09:03:01,8
2019-04-30 09:03:02,4
2019-04-30 09:03:03,7
2019-04-30 09:03:04,12
2019-04-30 09:03:05,5
2019-04-30 09:03:06,3
2019-04-30 09:03:07,5
2019-04-30 09:03:08,6
2019-04-30 09:03:09,8
2019-04-30 09:03:10,4
2019-04-30 09:03:11,6
2019-04-30 09:03:12,5
2019-04-30 09:03:13,6
2019-04-30 09:03:14,3
2019-04-30 09:03:15,4
2019-04-30 09:03:16,10
2019-04-30 09:03:17,8
2019-04-30 09:03:18,9
2019-04-30 09:03:19,10
2019-04-30 09:03:20,6
2019-04-30 09:03:21,8
2019-04-30 09:03:22,5
2019-04-30 09:03:23,5
2019-04-30 09:03:24,5
2019-04-30 09:03:25,5
2019-04-30 09:03:26,6
2019-04-30 09:03:27,9
2019-04-30 09:03:28,17
2019-04-30 09:03:29,6
2019-04-30 09:03:30,13
2019-04-30 09:03:31,11
2019-04-30 09:03:32,14
2019-04-30 09:03:33,6
2019-04-30 09:03:34,13
2019-04-30 09:03:35,11
2019-04-30 09:03:36,14
2019-04-30 09:03:37,6
2019-04-30 09:03:38,10
2019-04-30 09:03:39,6
2019-04-30 09:03:40,5
2019-04-30 09:03:41,7
2019-04-30 09:03:42,9
2019-04-30 09:03:43,7
2019-04-30 09:03:44,5
2019-04-30 09:03:45,5
2019-04-30 09:03:46,5
2019-04-30 09:03:47,6
2019-04-30 09:03:48,4
2019-04-30 09:03:49,6
2019-04-30 09:03:50,6
2019-04-30 09:03:51,5
2019-04-30 09:03:52,2
2019-04-30 09:03:53,3
2019-04-30 09:03:54,1
2019-04-30 09:03:55,3
2019-04-30 09:03:56,3
2019-04-30 09:03:57,4
2019-04-30 09:03:58,4
2019-04-30 09:03:59,6
2019-04-30 09:04:00,7
2019-04-30 09:04:01,5
2019-04-30 09:04:02,2
2019-04-30 09:04:03,2
2019-04-30 09:04:04,5
2019-04-30 09:04:05,4
2019-04-30 09:04:06,3
2019-04-30 09:04:07,1
2019-04-30 09:04:08,3
2019-04-30 09:04:09,5
2019-04-30 09:04:10,2
2019-04-30 09:04:11,1
2019-04-30 09:04:12,3
2019-04-30 09:04:13,4
2019-04-30 09:04:14,1
2019-04-30 09:04:15,6
2019-04-30 09:04:16,2
2019-04-30 09:04:17,2
2019-04-30 09:04:18,6
2019-04-30 09:04:19,5
2019-04-30 09:04:20,3
2019-04-30 09:04:21,3
2019-04-30 09:04:22,4
2019-04-30 09:04:23,3
2019-04-30 09:04:24,1
2019-04-30 09:04:25,3
2019-04-30 09:04:26,3
2019-04-30 09:04:27,1
2019-04-30 09:04:28,5
2019-04-30 09:04:29,0
2019-04-30 09:04:30,1
2019-04-30 09:04:31,4
2019-04-30 09:04:32,0
2019-04-30 09:04:33,3
2019-04-30 09:04:34,2
2019-04-30 09:04:35,0
2019-04-30 09:04:36,1
2019-04-30 09:04:37,1
2019-04-30 09:04:38,2
2019-04-30 09:04:39,2
2019-04-30 09:04:40,0
2019-04-30 09:04:41,0
2019-04-30 09:04:42,0
2019-04-30 09:04:43,2
2019-04-30 09:04:44,1
2019-04-30 09:04:45,2
2019-04-30 09:04:46,2
2019-04-30 09:04:47,2
2019-04-30 09:04:48,2
2019-04-30 09:04:49,5
2019-04-30 09:04:50,3
2019-04-30 09:04:51,2
2019-04-30 09:04:52,3
2019-04-30 09:04:53,9
2019-04-30 09:04:54,9
2019-04-30 09:04:55,14
2019-04-30 09:04:56,10
2019-04-30 09:04:57,4
2019-04-30 09:04:58,5
2019-04-30 09:04:59,6
2019-04-30 09:05:00,8
2019-04-30 09:05:01,4
2019-04-30 09:05:02,5
2019-04-30 09:05:03,7
2019-04-30 09:05:04,7
2019-04-30 09:05:05,4
2019-04-30 09:05:06,2
2019-04-30 09:05:07,4
2019-04-30 09:05:08,8
2019-04-30 09:05:09,1
2019-04-30 09:05:10,5
2019-04-30 09:05:11,2
2019-04-30 09:05:12,3
2019-04-30 09:05:13,2
2019-04-30 09:05:14,4
2019-04-30 09:05:15,1
2019-04-30 09:05:16,8
2019-04-30 09:05:17,4
2019-04-30 09:05:18,2
2019-04-30 09:05:19,6
2019-04-30 09:05:20,4
2019-04-30 09:05:21,5
2019-04-30 09:05:22,4
2019-04-30 09:05:23,2
2019-04-30 09:05:24,1
2019-04-30 09:05:25,4
2019-04-30 09:05:26,4
2019-04-30 09:05:27,1
2019-04-30 09:05:28,3
2019-04-30 09:05:29,1
2019-04-30 09:05:30,4
2019-04-30 09:05:31,5
2019-04-30 09:05:32,7
2019-04-30 09:05:33,5
2019-04-30 09:05:34,5
2019-04-30 09:05:35,0
2019-04-30 09:05:36,3
2019-04-30 09:05:37,3
2019-04-30 09:05:38,6
2019-04-30 09:05:39,8
2019-04-30 09:05:40,5
2019-04-30 09:05:41,4
2019-04-30 09:05:42,0
2019-04-30 09:05:43,3
2019-04-30 09:05:44,3
2019-04-30 09:05:45,3
2019-04-30 09:05:46,5
2019-04-30 09:05:47,4
2019-04-30 09:05:48,3
2019-04-30 09:05:49,6
2019-04-30 09:05:50,6
2019-04-30 09:05:51,2
2019-04-30 09:05:52,4
2019-04-30 09:05:53,2
2019-04-30 09:05:54,5
2019-04-30 09:05:55,6
2019-04-30 09:05:56,2
2019-04-30 09:05:57,5
2019-04-30 09:05:58,4
2019-04-30 09:05:59,2
2019-04-30 09:06:00,2
2019-04-30 09:06:01,6
2019-04-30 09:06:02,5
2019-04-30 09:06:03,3
2019-04-30 09:06:04,9
2019-04-30 09:06:05,4
2019-04-30 09:06:06,10
2019-04-30 09:06:07,3
2019-04-30 09:06:08,4
2019-04-30 09:06:09,5
2019-04-30 09:06:10,7
2019-04-30 09:06:11,0
2019-04-30 09:06:12,4
2019-04-30 09:06:13,3
2019-04-30 09:06:14,5
2019-04-30 09:06:15,3
2019-04-30 09:06:16,3
2019-04-30 09:06:17,2
2019-04-30 09:06:18,2
2019-04-30 09:06:19,1
2019-04-30 09:06:20,4
2019-04-30 09:06:21,3
2019-04-30 09:06:22,5
2019-04-30 09:06:23,4
2019-04-30 09:06:24,7
2019-04-30 09:06:25,1
2019-04-30 09:06:26,2
2019-04-30 09:06:27,6
2019-04-30 09:06:28,3
2019-04-30 09:06:29,0
2019-04-30 09:06:30,2
2019-04-30 09:06:31,2
2019-04-30 09:06:32,0
2019-04-30 09:06:33,2
2019-04-30 09:06:34,0
2019-04-30 09:06:35,1
2019-04-30 09:06:36,0
2019-04-30 09:06:37,3
2019-04-30 09:06:38,0
2019-04-30 09:06:39,0
2019-04-30 09:06:40,1
2019-04-30 09:06:41,0
2019-04-30 09:06:42,1
2019-04-30 09:06:43,0
2019-04-30 09:06:44,2
2019-04-30 09:06:45,1
2019-04-30 09:06:46,2
2019-04-30 09:06:47,1
2019-04-30 09:06:48,1
2019-04-30 09:06:49,2
2019-04-30 09:06:50,0
2019-04-30 09:06:51,1
2019-04-30 09:06:52,1
2019-04-30 09:06:53,0
2019-04-30 09:06:54,2
2019-04-30 09:06:55,1
2019-04-30 09:06:56,1
2019-04-30 09:06:57,1
2019-04-30 09:06:58,3
2019-04-30 09:06:59,1
2019-04-30 09:07:00,1
2019-04-30 09:07:01,5
2019-04-30 09:07:02,4
2019-04-30 09:07:03,2
2019-04-30 09:07:04,1
2019-04-30 09:07:05,1
2019-04-30 09:07:06,2
2019-04-30 09:07:07,2
2019-04-30 09:07:08,3
2019-04-30 09:07:09,3
2019-04-30 09:07:10,2
2019-04-30 09:07:11,5
2019-04-30 09:07:12,2
2019-04-30 09:07:13,2
2019-04-30 09:07:14,0
2019-04-30 09:07:15,1
2019-04-30 09:07:16,0
2019-04-30 09:07:17,2
2019-04-30 09:07:18,3
2019-04-30 09:07:19,1
2019-04-30 09:07:20,1
2019-04-30 09:07:21,0
2019-04-30 09:07:22,1
2019-04-30 09:07:23,3
2019-04-30 09:07:24,1
2019-04-30 09:07:25,1
2019-04-30 09:07:26,2
2019-04-30 09:07:27,2
2019-04-30 09:07:28,3
2019-04-30 09:07:29,0
2019-04-30 09:07:30,3
2019-04-30 09:07:31,3
2019-04-30 09:07:32,3
2019-04-30 09:07:33,0
2019-04-30 09:07:34,0
2019-04-30 09:07:35,2
2019-04-30 09:07:36,1
2019-04-30 09:07:37,2
2019-04-30 09:07:38,1
2019-04-30 09:07:39,3
2019-04-30 09:07:40,2
2019-04-30 09:07:41,2
2019-04-30 09:07:42,0
2019-04-30 09:07:43,3
2019-04-30 09:07:44,3
2019-04-30 09:07:45,1
2019-04-30 09:07:46,0
2019-04-30 09:07:47,1
2019-04-30 09:07:48,2
2019-04-30 09:07:49,0
2019-04-30 09:07:50,0
2019-04-30 09:07:51,2
2019-04-30 09:07:52,1
2019-04-30 09:07:53,3
2019-04-30 09:07:54,2
2019-04-30 09:07:55,1
2019-04-30 09:07:56,1
2019-04-30 09:07:57,1
2019-04-30 09:07:58,1
2019-04-30 09:07:59,2
2019-04-30 09:08:00,4
2019-04-30 09:08:01,1
2019-04-30 09:08:02,2
2019-04-30 09:08:03,4
2019-04-30 09:08:04,1
2019-04-30 09:08:05,0
2019-04-30 09:08:06,1
2019-04-30 09:08:07,4
2019-04-30 09:08:08,1
2019-04-30 09:08:09,1
2019-04-30 09:08:10,0
2019-04-30 09:08:11,3
2019-04-30 09:08:12,0
2019-04-30 09:08:13,3
2019-04-30 09:08:14,0
2019-04-30 09:08:15,1
2019-04-30 09:08:16,1
2019-04-30 09:08:17,1
2019-04-30 09:08:18,2
2019-04-30 09:08:19,3
2019-04-30 09:08:20,1
2019-04-30 09:08:21,1
2019-04-30 09:08:22,2
2019-04-30 09:08:23,0
2019-04-30 09:08:24,2
2019-04-30 09:08:25,1
2019-04-30 09:08:26,0
2019-04-30 09:08:27,2
2019-04-30 09:08:28,0
2019-04-30 09:08:29,0
2019-04-30 09:08:30,0
2019-04-30 09:08:31,0
2019-04-30 09:08:32,0
2019-04-30 09:08:33,1
2019-04-30 09:08:34,1
2019-04-30 09:08:35,0
2019-04-30 09:08:36,0
2019-04-30 09:08:37,0
2019-04-30 09:08:38,2
2019-04-30 09:08:39,0
2019-04-30 09:08:40,0
2019-04-30 09:08:41,1
2019-04-30 09:08:42,0
2019-04-30 09:08:43,1
2019-04-30 09:08:44,1
2019-04-30 09:08:45,1
2019-04-30 09:08:46,0
2019-04-30 09:08:47,3
2019-04-30 09:08:48,2
2019-04-30 09:08:49,1
2019-04-30 09:08:50,0
2019-04-30 09:08:51,0
2019-04-30 09:08:52,0
2019-04-30 09:08:53,0
2019-04-30 09:08:54,0
2019-04-30 09:08:55,0
2019-04-30 09:08:56,2
2019-04-30 09:08:57,1
2019-04-30 09:08:58,3
2019-04-30 09:08:59,1
2019-04-30 09:09:00,1
2019-04-30 09:09:01,0
2019-04-30 09:09:02,0
2019-04-30 09:09:03,1
2019-04-30 09:09:04,0
2019-04-30 09:09:05,2
2019-04-30 09:09:06,1
2019-04-30 09:09:07,0
2019-04-30 09:09:08,0
2019-04-30 09:09:09,1
2019-04-30 09:09:10,2
2019-04-30 09:09:11,3
2019-04-30 09:09:12,2
2019-04-30 09:09:13,0
2019-04-30 09:09:14,3
2019-04-30 09:09:15,2
2019-04-30 09:09:16,0
2019-04-30 09:09:17,4
2019-04-30 09:09:18,3
2019-04-30 09:09:19,3
2019-04-30 09:09:20,4
2019-04-30 09:09:21,6
2019-04-30 09:09:22,3
2019-04-30 09:09:23,3
2019-04-30 09:09:24,2
2019-04-30 09:09:25,4
2019-04-30 09:09:26,6
2019-04-30 09:09:27,10
2019-04-30 09:09:28,3
2019-04-30 09:09:29,4
2019-04-30 09:09:30,4
2019-04-30 09:09:31,2
2019-04-30 09:09:32,3
2019-04-30 09:09:33,1
2019-04-30 09:09:34,2
2019-04-30 09:09:35,1
2019-04-30 09:09:36,1
2019-04-30 09:09:37,3
2019-04-30 09:09:38,2
2019-04-30 09:09:39,2
2019-04-30 09:09:40,2
2019-04-30 09:09:41,0
2019-04-30 09:09:42,1
2019-04-30 09:09:43,2
2019-04-30 09:09:44,2
2019-04-30 09:09:45,0
2019-04-30 09:09:46,3
2019-04-30 09:09:47,0
2019-04-30 09:09:48,1
2019-04-30 09:09:49,3
2019-04-30 09:09:50,3
2019-04-30 09:09:51,1
2019-04-30 09:09:52,1
2019-04-30 09:09:53,1
2019-04-30 09:09:54,0
2019-04-30 09:09:55,0
2019-04-30 09:09:56,1
2019-04-30 09:09:57,3
2019-04-30 09:09:58,0
2019-04-30 09:09:59,0
2019-04-30 09:10:00,3
2019-04-30 09:10:01,2
2019-04-30 09:10:02,5
2019-04-30 09:10:03,1
2019-04-30 09:10:04,1
2019-04-30 09:10:05,0
2019-04-30 09:10:06,0
2019-04-30 09:10:07,3
2019-04-30 09:10:08,2
2019-04-30 09:10:09,4
2019-04-30 09:10:10,1
2019-04-30 09:10:11,3
2019-04-30 09:10:12,3
2019-04-30 09:10:13,6
2019-04-30 09:10:14,0
2019-04-30 09:10:15,1
2019-04-30 09:10:16,2
2019-04-30 09:10:17,0
2019-04-30 09:10:18,3
2019-04-30 09:10:19,1
2019-04-30 09:10:20,0
2019-04-30 09:10:21,0
2019-04-30 09:10:22,3
2019-04-30 09:10:23,0
2019-04-30 09:10:24,3
2019-04-30 09:10:25,2
2019-04-30 09:10:26,0
2019-04-30 09:10:27,0
2019-04-30 09:10:28,0
2019-04-30 09:10:29,1
2019-04-30 09:10:30,0
2019-04-30 09:10:31,2
2019-04-30 09:10:32,1
2019-04-30 09:10:33,0
2019-04-30 09:10:34,1
2019-04-30 09:10:35,1
2019-04-30 09:10:36,0
2019-04-30 09:10:37,1
2019-04-30 09:10:38,0
2019-04-30 09:10:39,1
2019-04-30 09:10:40,0
2019-04-30 09:10:41,1
2019-04-30 09:10:42,0
2019-04-30 09:10:43,2
2019-04-30 09:10:44,0
2019-04-30 09:10:45,1
2019-04-30 09:10:46,5
2019-04-30 09:10:47,0
2019-04-30 09:10:48,0
2019-04-30 09:10:49,2
2019-04-30 09:10:50,0
2019-04-30 09:10:51,1
2019-04-30 09:10:52,2
2019-04-30 09:10:53,1
2019-04-30 09:10:54,4
2019-04-30 09:10:55,5
2019-04-30 09:10:56,3
2019-04-30 09:10:57,5
2019-04-30 09:10:58,0
2019-04-30 09:10:59,3
2019-04-30 09:11:00,2
2019-04-30 09:11:01,5
2019-04-30 09:11:02,0
2019-04-30 09:11:03,1
2019-04-30 09:11:04,2
2019-04-30 09:11:05,2
2019-04-30 09:11:06,0
2019-04-30 09:11:07,2
2019-04-30 09:11:08,1
2019-04-30 09:11:09,1
2019-04-30 09:11:10,0
2019-04-30 09:11:11,1
2019-04-30 09:11:12,0
2019-04-30 09:11:13,1
2019-04-30 09:11:14,1
2019-04-30 09:11:15,1
2019-04-30 09:11:16,0
2019-04-30 09:11:17,0
2019-04-30 09:11:18,4
2019-04-30 09:11:19,0
2019-04-30 09:11:20,3
2019-04-30 09:11:21,2
2019-04-30 09:11:22,3
2019-04-30 09:11:23,2
2019-04-30 09:11:24,2
2019-04-30 09:11:25,1
2019-04-30 09:11:26,0
2019-04-30 09:11:27,1
2019-04-30 09:11:28,0
2019-04-30 09:11:29,2
2019-04-30 09:11:30,2
2019-04-30 09:11:31,3
2019-04-30 09:11:32,4
2019-04-30 09:11:33,3
2019-04-30 09:11:34,4
2019-04-30 09:11:35,2
2019-04-30 09:11:36,1
2019-04-30 09:11:37,4
2019-04-30 09:11:38,2
2019-04-30 09:11:39,3
2019-04-30 09:11:40,1
2019-04-30 09:11:41,2
2019-04-30 09:11:42,1
2019-04-30 09:11:43,1
2019-04-30 09:11:44,1
2019-04-30 09:11:45,0
2019-04-30 09:11:46,2
2019-04-30 09:11:47,3
2019-04-30 09:11:48,0
2019-04-30 09:11:49,0
2019-04-30 09:11:50,6
2019-04-30 09:11:51,2
2019-04-30 09:11:52,3
2019-04-30 09:11:53,0
2019-04-30 09:11:54,5
2019-04-30 09:11:55,3
2019-04-30 09:11:56,3
2019-04-30 09:11:57,5
2019-04-30 09:11:58,5
2019-04-30 09:11:59,3
2019-04-30 09:12:00,0
2019-04-30 09:12:01,4
2019-04-30 09:12:02,1
2019-04-30 09:12:03,4
2019-04-30 09:12:04,3
2019-04-30 09:12:05,2
2019-04-30 09:12:06,2
2019-04-30 09:12:07,4
2019-04-30 09:12:08,4
2019-04-30 09:12:09,1
2019-04-30 09:12:10,1
2019-04-30 09:12:11,1
2019-04-30 09:12:12,1
2019-04-30 09:12:13,2
2019-04-30 09:12:14,4
2019-04-30 09:12:15,1
2019-04-30 09:12:16,0
2019-04-30 09:12:17,2
2019-04-30 09:12:18,2
2019-04-30 09:12:19,2
2019-04-30 09:12:20,0
2019-04-30 09:12:21,1
2019-04-30 09:12:22,1
2019-04-30 09:12:23,2
2019-04-30 09:12:24,2
2019-04-30 09:12:25,0
2019-04-30 09:12:26,0
2019-04-30 09:12:27,1
2019-04-30 09:12:28,3
2019-04-30 09:12:29,3
2019-04-30 09:12:30,1
2019-04-30 09:12:31,4
