,0
2019-04-30 09:37:33,3
2019-04-30 09:37:34,2
2019-04-30 09:37:35,2
2019-04-30 09:37:36,1
2019-04-30 09:37:37,4
2019-04-30 09:37:38,3
2019-04-30 09:37:39,2
2019-04-30 09:37:40,5
2019-04-30 09:37:41,5
2019-04-30 09:37:42,3
2019-04-30 09:37:43,6
2019-04-30 09:37:44,4
2019-04-30 09:37:45,10
2019-04-30 09:37:46,10
2019-04-30 09:37:47,6
2019-04-30 09:37:48,5
2019-04-30 09:37:49,2
2019-04-30 09:37:50,8
2019-04-30 09:37:51,6
2019-04-30 09:37:52,10
2019-04-30 09:37:53,5
2019-04-30 09:37:54,5
2019-04-30 09:37:55,6
2019-04-30 09:37:56,12
2019-04-30 09:37:57,7
2019-04-30 09:37:58,6
2019-04-30 09:37:59,6
2019-04-30 09:38:00,1
2019-04-30 09:38:01,3
2019-04-30 09:38:02,3
2019-04-30 09:38:03,5
2019-04-30 09:38:04,5
2019-04-30 09:38:05,4
2019-04-30 09:38:06,5
2019-04-30 09:38:07,3
2019-04-30 09:38:08,4
2019-04-30 09:38:09,6
2019-04-30 09:38:10,5
2019-04-30 09:38:11,4
2019-04-30 09:38:12,2
2019-04-30 09:38:13,5
2019-04-30 09:38:14,1
2019-04-30 09:38:15,3
2019-04-30 09:38:16,5
2019-04-30 09:38:17,3
2019-04-30 09:38:18,1
2019-04-30 09:38:19,4
2019-04-30 09:38:20,8
2019-04-30 09:38:21,6
2019-04-30 09:38:22,9
2019-04-30 09:38:23,8
2019-04-30 09:38:24,3
2019-04-30 09:38:25,10
2019-04-30 09:38:26,4
2019-04-30 09:38:27,6
2019-04-30 09:38:28,3
2019-04-30 09:38:29,8
2019-04-30 09:38:30,5
2019-04-30 09:38:31,6
2019-04-30 09:38:32,2
2019-04-30 09:38:33,5
2019-04-30 09:38:34,2
2019-04-30 09:38:35,3
2019-04-30 09:38:36,5
2019-04-30 09:38:37,4
2019-04-30 09:38:38,4
2019-04-30 09:38:39,6
2019-04-30 09:38:40,2
2019-04-30 09:38:41,3
2019-04-30 09:38:42,5
2019-04-30 09:38:43,2
2019-04-30 09:38:44,5
2019-04-30 09:38:45,2
2019-04-30 09:38:46,5
2019-04-30 09:38:47,3
2019-04-30 09:38:48,1
2019-04-30 09:38:49,9
2019-04-30 09:38:50,9
2019-04-30 09:38:51,8
2019-04-30 09:38:52,4
2019-04-30 09:38:53,4
2019-04-30 09:38:54,10
2019-04-30 09:38:55,6
2019-04-30 09:38:56,7
2019-04-30 09:38:57,8
2019-04-30 09:38:58,5
2019-04-30 09:38:59,3
2019-04-30 09:39:00,5
2019-04-30 09:39:01,11
2019-04-30 09:39:02,7
2019-04-30 09:39:03,2
2019-04-30 09:39:04,3
2019-04-30 09:39:05,7
2019-04-30 09:39:06,9
2019-04-30 09:39:07,6
2019-04-30 09:39:08,8
2019-04-30 09:39:09,9
2019-04-30 09:39:10,9
2019-04-30 09:39:11,8
2019-04-30 09:39:12,5
2019-04-30 09:39:13,3
2019-04-30 09:39:14,8
2019-04-30 09:39:15,7
2019-04-30 09:39:16,9
2019-04-30 09:39:17,9
2019-04-30 09:39:18,6
2019-04-30 09:39:19,5
2019-04-30 09:39:20,7
2019-04-30 09:39:21,4
2019-04-30 09:39:22,7
2019-04-30 09:39:23,3
2019-04-30 09:39:24,5
2019-04-30 09:39:25,6
2019-04-30 09:39:26,5
2019-04-30 09:39:27,5
2019-04-30 09:39:28,6
2019-04-30 09:39:29,6
2019-04-30 09:39:30,3
2019-04-30 09:39:31,6
2019-04-30 09:39:32,8
2019-04-30 09:39:33,3
2019-04-30 09:39:34,5
2019-04-30 09:39:35,5
2019-04-30 09:39:36,3
2019-04-30 09:39:37,9
2019-04-30 09:39:38,4
2019-04-30 09:39:39,5
2019-04-30 09:39:40,4
2019-04-30 09:39:41,7
2019-04-30 09:39:42,5
2019-04-30 09:39:43,2
2019-04-30 09:39:44,3
2019-04-30 09:39:45,5
2019-04-30 09:39:46,3
2019-04-30 09:39:47,4
2019-04-30 09:39:48,3
2019-04-30 09:39:49,5
2019-04-30 09:39:50,6
2019-04-30 09:39:51,5
2019-04-30 09:39:52,5
2019-04-30 09:39:53,6
2019-04-30 09:39:54,3
2019-04-30 09:39:55,2
2019-04-30 09:39:56,6
2019-04-30 09:39:57,2
2019-04-30 09:39:58,2
2019-04-30 09:39:59,4
2019-04-30 09:40:00,2
2019-04-30 09:40:01,3
2019-04-30 09:40:02,4
2019-04-30 09:40:03,1
2019-04-30 09:40:04,2
2019-04-30 09:40:05,2
2019-04-30 09:40:06,3
2019-04-30 09:40:07,4
2019-04-30 09:40:08,2
2019-04-30 09:40:09,5
2019-04-30 09:40:10,4
2019-04-30 09:40:11,4
2019-04-30 09:40:12,5
2019-04-30 09:40:13,1
2019-04-30 09:40:14,1
2019-04-30 09:40:15,6
2019-04-30 09:40:16,3
2019-04-30 09:40:17,1
2019-04-30 09:40:18,0
2019-04-30 09:40:19,1
2019-04-30 09:40:20,5
2019-04-30 09:40:21,2
2019-04-30 09:40:22,1
2019-04-30 09:40:23,0
2019-04-30 09:40:24,7
2019-04-30 09:40:25,2
2019-04-30 09:40:26,2
2019-04-30 09:40:27,4
2019-04-30 09:40:28,6
2019-04-30 09:40:29,6
2019-04-30 09:40:30,3
2019-04-30 09:40:31,3
2019-04-30 09:40:32,7
2019-04-30 09:40:33,3
2019-04-30 09:40:34,2
2019-04-30 09:40:35,5
2019-04-30 09:40:36,1
2019-04-30 09:40:37,3
2019-04-30 09:40:38,0
2019-04-30 09:40:39,4
2019-04-30 09:40:40,4
2019-04-30 09:40:41,7
2019-04-30 09:40:42,2
2019-04-30 09:40:43,0
2019-04-30 09:40:44,1
2019-04-30 09:40:45,2
2019-04-30 09:40:46,1
2019-04-30 09:40:47,1
2019-04-30 09:40:48,1
2019-04-30 09:40:49,1
2019-04-30 09:40:50,2
2019-04-30 09:40:51,1
2019-04-30 09:40:52,0
2019-04-30 09:40:53,2
2019-04-30 09:40:54,0
2019-04-30 09:40:55,0
2019-04-30 09:40:56,1
2019-04-30 09:40:57,3
2019-04-30 09:40:58,3
2019-04-30 09:40:59,2
2019-04-30 09:41:00,0
2019-04-30 09:41:01,1
2019-04-30 09:41:02,1
2019-04-30 09:41:03,2
2019-04-30 09:41:04,2
2019-04-30 09:41:05,1
2019-04-30 09:41:06,0
2019-04-30 09:41:07,2
2019-04-30 09:41:08,3
2019-04-30 09:41:09,0
2019-04-30 09:41:10,1
2019-04-30 09:41:11,0
2019-04-30 09:41:12,4
2019-04-30 09:41:13,1
2019-04-30 09:41:14,2
2019-04-30 09:41:15,1
2019-04-30 09:41:16,0
2019-04-30 09:41:17,3
2019-04-30 09:41:18,2
2019-04-30 09:41:19,2
2019-04-30 09:41:20,2
2019-04-30 09:41:21,2
2019-04-30 09:41:22,1
2019-04-30 09:41:23,1
2019-04-30 09:41:24,4
2019-04-30 09:41:25,1
2019-04-30 09:41:26,2
2019-04-30 09:41:27,2
2019-04-30 09:41:28,1
2019-04-30 09:41:29,1
2019-04-30 09:41:30,2
2019-04-30 09:41:31,2
2019-04-30 09:41:32,5
2019-04-30 09:41:33,1
2019-04-30 09:41:34,5
2019-04-30 09:41:35,4
2019-04-30 09:41:36,1
2019-04-30 09:41:37,2
2019-04-30 09:41:38,2
2019-04-30 09:41:39,5
2019-04-30 09:41:40,3
2019-04-30 09:41:41,2
2019-04-30 09:41:42,2
2019-04-30 09:41:43,1
2019-04-30 09:41:44,2
2019-04-30 09:41:45,4
2019-04-30 09:41:46,1
2019-04-30 09:41:47,0
2019-04-30 09:41:48,1
2019-04-30 09:41:49,1
2019-04-30 09:41:50,0
2019-04-30 09:41:51,1
2019-04-30 09:41:52,0
2019-04-30 09:41:53,0
2019-04-30 09:41:54,1
2019-04-30 09:41:55,1
2019-04-30 09:41:56,5
2019-04-30 09:41:57,2
2019-04-30 09:41:58,3
2019-04-30 09:41:59,1
2019-04-30 09:42:00,0
2019-04-30 09:42:01,1
2019-04-30 09:42:02,1
2019-04-30 09:42:03,1
2019-04-30 09:42:04,2
2019-04-30 09:42:05,0
2019-04-30 09:42:06,0
2019-04-30 09:42:07,0
2019-04-30 09:42:08,1
2019-04-30 09:42:09,1
2019-04-30 09:42:10,0
2019-04-30 09:42:11,1
2019-04-30 09:42:12,0
2019-04-30 09:42:13,1
2019-04-30 09:42:14,2
2019-04-30 09:42:15,1
2019-04-30 09:42:16,0
2019-04-30 09:42:17,4
2019-04-30 09:42:18,1
2019-04-30 09:42:19,1
2019-04-30 09:42:20,3
2019-04-30 09:42:21,0
2019-04-30 09:42:22,3
2019-04-30 09:42:23,0
2019-04-30 09:42:24,1
2019-04-30 09:42:25,0
2019-04-30 09:42:26,2
2019-04-30 09:42:27,0
2019-04-30 09:42:28,1
2019-04-30 09:42:29,0
2019-04-30 09:42:30,1
2019-04-30 09:42:31,0
2019-04-30 09:42:32,2
2019-04-30 09:42:33,1
2019-04-30 09:42:34,2
2019-04-30 09:42:35,2
2019-04-30 09:42:36,1
2019-04-30 09:42:37,3
2019-04-30 09:42:38,2
2019-04-30 09:42:39,3
2019-04-30 09:42:40,2
2019-04-30 09:42:41,0
2019-04-30 09:42:42,2
2019-04-30 09:42:43,0
2019-04-30 09:42:44,1
2019-04-30 09:42:45,0
2019-04-30 09:42:46,1
2019-04-30 09:42:47,1
2019-04-30 09:42:48,4
2019-04-30 09:42:49,4
2019-04-30 09:42:50,2
2019-04-30 09:42:51,3
2019-04-30 09:42:52,2
2019-04-30 09:42:53,1
2019-04-30 09:42:54,3
2019-04-30 09:42:55,5
2019-04-30 09:42:56,3
2019-04-30 09:42:57,3
2019-04-30 09:42:58,1
2019-04-30 09:42:59,3
2019-04-30 09:43:00,0
2019-04-30 09:43:01,3
2019-04-30 09:43:02,2
2019-04-30 09:43:03,1
2019-04-30 09:43:04,2
2019-04-30 09:43:05,3
2019-04-30 09:43:06,2
2019-04-30 09:43:07,1
2019-04-30 09:43:08,1
2019-04-30 09:43:09,0
2019-04-30 09:43:10,2
2019-04-30 09:43:11,2
2019-04-30 09:43:12,2
2019-04-30 09:43:13,7
2019-04-30 09:43:14,5
2019-04-30 09:43:15,5
2019-04-30 09:43:16,6
2019-04-30 09:43:17,7
2019-04-30 09:43:18,0
2019-04-30 09:43:19,3
2019-04-30 09:43:20,4
2019-04-30 09:43:21,3
2019-04-30 09:43:22,3
2019-04-30 09:43:23,0
2019-04-30 09:43:24,2
2019-04-30 09:43:25,2
2019-04-30 09:43:26,1
2019-04-30 09:43:27,2
2019-04-30 09:43:28,2
2019-04-30 09:43:29,5
2019-04-30 09:43:30,5
2019-04-30 09:43:31,2
2019-04-30 09:43:32,0
2019-04-30 09:43:33,4
2019-04-30 09:43:34,1
2019-04-30 09:43:35,4
2019-04-30 09:43:36,2
2019-04-30 09:43:37,1
2019-04-30 09:43:38,0
2019-04-30 09:43:39,0
2019-04-30 09:43:40,1
2019-04-30 09:43:41,1
2019-04-30 09:43:42,0
2019-04-30 09:43:43,0
2019-04-30 09:43:44,1
2019-04-30 09:43:45,2
2019-04-30 09:43:46,1
2019-04-30 09:43:47,0
2019-04-30 09:43:48,0
2019-04-30 09:43:49,0
2019-04-30 09:43:50,10
2019-04-30 09:43:51,4
2019-04-30 09:43:52,3
2019-04-30 09:43:53,5
2019-04-30 09:43:54,6
2019-04-30 09:43:55,2
2019-04-30 09:43:56,2
2019-04-30 09:43:57,1
2019-04-30 09:43:58,1
2019-04-30 09:43:59,2
2019-04-30 09:44:00,4
2019-04-30 09:44:01,3
2019-04-30 09:44:02,1
2019-04-30 09:44:03,3
2019-04-30 09:44:04,1
2019-04-30 09:44:05,2
2019-04-30 09:44:06,0
2019-04-30 09:44:07,3
2019-04-30 09:44:08,1
2019-04-30 09:44:09,3
2019-04-30 09:44:10,2
2019-04-30 09:44:11,1
2019-04-30 09:44:12,1
2019-04-30 09:44:13,0
2019-04-30 09:44:14,1
2019-04-30 09:44:15,1
2019-04-30 09:44:16,1
2019-04-30 09:44:17,1
2019-04-30 09:44:18,0
2019-04-30 09:44:19,0
2019-04-30 09:44:20,0
2019-04-30 09:44:21,1
2019-04-30 09:44:22,0
2019-04-30 09:44:23,0
2019-04-30 09:44:24,0
2019-04-30 09:44:25,0
2019-04-30 09:44:26,0
2019-04-30 09:44:27,1
2019-04-30 09:44:28,3
2019-04-30 09:44:29,1
2019-04-30 09:44:30,0
2019-04-30 09:44:31,3
2019-04-30 09:44:32,3
2019-04-30 09:44:33,2
2019-04-30 09:44:34,2
2019-04-30 09:44:35,1
2019-04-30 09:44:36,4
2019-04-30 09:44:37,2
2019-04-30 09:44:38,0
2019-04-30 09:44:39,2
2019-04-30 09:44:40,5
2019-04-30 09:44:41,2
2019-04-30 09:44:42,4
2019-04-30 09:44:43,3
2019-04-30 09:44:44,7
2019-04-30 09:44:45,3
2019-04-30 09:44:46,4
2019-04-30 09:44:47,4
2019-04-30 09:44:48,1
2019-04-30 09:44:49,3
2019-04-30 09:44:50,1
2019-04-30 09:44:51,3
2019-04-30 09:44:52,3
2019-04-30 09:44:53,5
2019-04-30 09:44:54,1
2019-04-30 09:44:55,0
2019-04-30 09:44:56,3
2019-04-30 09:44:57,1
2019-04-30 09:44:58,1
2019-04-30 09:44:59,6
2019-04-30 09:45:00,8
2019-04-30 09:45:01,4
2019-04-30 09:45:02,3
2019-04-30 09:45:03,7
2019-04-30 09:45:04,1
2019-04-30 09:45:05,4
2019-04-30 09:45:06,4
2019-04-30 09:45:07,7
2019-04-30 09:45:08,7
2019-04-30 09:45:09,5
2019-04-30 09:45:10,3
2019-04-30 09:45:11,0
2019-04-30 09:45:12,3
2019-04-30 09:45:13,3
2019-04-30 09:45:14,2
2019-04-30 09:45:15,1
2019-04-30 09:45:16,2
2019-04-30 09:45:17,2
2019-04-30 09:45:18,0
2019-04-30 09:45:19,1
2019-04-30 09:45:20,3
2019-04-30 09:45:21,0
2019-04-30 09:45:22,0
2019-04-30 09:45:23,0
2019-04-30 09:45:24,1
2019-04-30 09:45:25,0
2019-04-30 09:45:26,1
2019-04-30 09:45:27,0
2019-04-30 09:45:28,1
2019-04-30 09:45:29,0
2019-04-30 09:45:30,1
2019-04-30 09:45:31,2
2019-04-30 09:45:32,1
2019-04-30 09:45:33,1
2019-04-30 09:45:34,4
2019-04-30 09:45:35,2
2019-04-30 09:45:36,2
2019-04-30 09:45:37,1
2019-04-30 09:45:38,2
2019-04-30 09:45:39,2
2019-04-30 09:45:40,0
2019-04-30 09:45:41,4
2019-04-30 09:45:42,2
2019-04-30 09:45:43,6
2019-04-30 09:45:44,7
2019-04-30 09:45:45,7
2019-04-30 09:45:46,3
2019-04-30 09:45:47,2
2019-04-30 09:45:48,3
2019-04-30 09:45:49,2
2019-04-30 09:45:50,4
2019-04-30 09:45:51,2
2019-04-30 09:45:52,3
2019-04-30 09:45:53,3
2019-04-30 09:45:54,2
2019-04-30 09:45:55,2
2019-04-30 09:45:56,1
2019-04-30 09:45:57,4
2019-04-30 09:45:58,0
2019-04-30 09:45:59,2
2019-04-30 09:46:00,1
2019-04-30 09:46:01,1
2019-04-30 09:46:02,1
2019-04-30 09:46:03,1
2019-04-30 09:46:04,2
2019-04-30 09:46:05,3
2019-04-30 09:46:06,1
2019-04-30 09:46:07,1
2019-04-30 09:46:08,1
2019-04-30 09:46:09,2
2019-04-30 09:46:10,1
2019-04-30 09:46:11,2
2019-04-30 09:46:12,3
2019-04-30 09:46:13,3
2019-04-30 09:46:14,6
2019-04-30 09:46:15,9
2019-04-30 09:46:16,7
2019-04-30 09:46:17,5
2019-04-30 09:46:18,1
2019-04-30 09:46:19,4
2019-04-30 09:46:20,4
2019-04-30 09:46:21,1
2019-04-30 09:46:22,4
2019-04-30 09:46:23,4
2019-04-30 09:46:24,3
2019-04-30 09:46:25,1
2019-04-30 09:46:26,3
2019-04-30 09:46:27,2
2019-04-30 09:46:28,0
2019-04-30 09:46:29,2
2019-04-30 09:46:30,5
2019-04-30 09:46:31,5
2019-04-30 09:46:32,5
2019-04-30 09:46:33,4
2019-04-30 09:46:34,2
2019-04-30 09:46:35,5
2019-04-30 09:46:36,1
2019-04-30 09:46:37,0
2019-04-30 09:46:38,2
2019-04-30 09:46:39,1
2019-04-30 09:46:40,3
2019-04-30 09:46:41,4
2019-04-30 09:46:42,2
2019-04-30 09:46:43,5
2019-04-30 09:46:44,5
2019-04-30 09:46:45,4
2019-04-30 09:46:46,3
2019-04-30 09:46:47,2
2019-04-30 09:46:48,2
2019-04-30 09:46:49,3
2019-04-30 09:46:50,1
2019-04-30 09:46:51,4
2019-04-30 09:46:52,2
2019-04-30 09:46:53,2
2019-04-30 09:46:54,2
2019-04-30 09:46:55,4
2019-04-30 09:46:56,1
2019-04-30 09:46:57,4
2019-04-30 09:46:58,4
2019-04-30 09:46:59,3
2019-04-30 09:47:00,3
2019-04-30 09:47:01,2
2019-04-30 09:47:02,3
2019-04-30 09:47:03,0
2019-04-30 09:47:04,3
2019-04-30 09:47:05,3
2019-04-30 09:47:06,2
2019-04-30 09:47:07,2
2019-04-30 09:47:08,6
2019-04-30 09:47:09,4
2019-04-30 09:47:10,4
2019-04-30 09:47:11,6
2019-04-30 09:47:12,1
2019-04-30 09:47:13,3
2019-04-30 09:47:14,0
2019-04-30 09:47:15,4
2019-04-30 09:47:16,1
2019-04-30 09:47:17,2
2019-04-30 09:47:18,0
2019-04-30 09:47:19,1
2019-04-30 09:47:20,3
2019-04-30 09:47:21,0
2019-04-30 09:47:22,1
2019-04-30 09:47:23,5
2019-04-30 09:47:24,5
2019-04-30 09:47:25,1
2019-04-30 09:47:26,1
2019-04-30 09:47:27,1
2019-04-30 09:47:28,1
2019-04-30 09:47:29,2
2019-04-30 09:47:30,3
2019-04-30 09:47:31,1
2019-04-30 09:47:32,0
2019-04-30 09:47:33,0
2019-04-30 09:47:34,1
2019-04-30 09:47:35,0
2019-04-30 09:47:36,3
2019-04-30 09:47:37,1
2019-04-30 09:47:38,4
2019-04-30 09:47:39,1
2019-04-30 09:47:40,2
2019-04-30 09:47:41,5
2019-04-30 09:47:42,1
2019-04-30 09:47:43,2
2019-04-30 09:47:44,4
2019-04-30 09:47:45,3
2019-04-30 09:47:46,2
2019-04-30 09:47:47,2
2019-04-30 09:47:48,2
2019-04-30 09:47:49,1
2019-04-30 09:47:50,1
2019-04-30 09:47:51,0
2019-04-30 09:47:52,3
2019-04-30 09:47:53,3
2019-04-30 09:47:54,2
2019-04-30 09:47:55,1
2019-04-30 09:47:56,0
2019-04-30 09:47:57,1
2019-04-30 09:47:58,7
2019-04-30 09:47:59,5
2019-04-30 09:48:00,5
2019-04-30 09:48:01,4
2019-04-30 09:48:02,7
2019-04-30 09:48:03,8
2019-04-30 09:48:04,5
2019-04-30 09:48:05,6
2019-04-30 09:48:06,5
2019-04-30 09:48:07,6
2019-04-30 09:48:08,3
2019-04-30 09:48:09,14
2019-04-30 09:48:10,11
2019-04-30 09:48:11,16
2019-04-30 09:48:12,25
2019-04-30 09:48:13,0
2019-04-30 09:48:14,19
2019-04-30 09:48:15,12
2019-04-30 09:48:16,8
2019-04-30 09:48:17,8
2019-04-30 09:48:18,11
2019-04-30 09:48:19,4
2019-04-30 09:48:20,8
2019-04-30 09:48:21,2
2019-04-30 09:48:22,6
2019-04-30 09:48:23,5
2019-04-30 09:48:24,3
2019-04-30 09:48:25,2
2019-04-30 09:48:26,4
2019-04-30 09:48:27,3
2019-04-30 09:48:28,3
2019-04-30 09:48:29,1
2019-04-30 09:48:30,3
2019-04-30 09:48:31,1
2019-04-30 09:48:32,4
2019-04-30 09:48:33,2
2019-04-30 09:48:34,3
2019-04-30 09:48:35,3
2019-04-30 09:48:36,1
2019-04-30 09:48:37,3
2019-04-30 09:48:38,1
2019-04-30 09:48:39,1
2019-04-30 09:48:40,5
2019-04-30 09:48:41,7
2019-04-30 09:48:42,8
2019-04-30 09:48:43,3
2019-04-30 09:48:44,4
2019-04-30 09:48:45,2
2019-04-30 09:48:46,1
2019-04-30 09:48:47,0
2019-04-30 09:48:48,5
2019-04-30 09:48:49,3
2019-04-30 09:48:50,1
2019-04-30 09:48:51,1
2019-04-30 09:48:52,2
2019-04-30 09:48:53,3
2019-04-30 09:48:54,1
2019-04-30 09:48:55,3
2019-04-30 09:48:56,1
2019-04-30 09:48:57,1
2019-04-30 09:48:58,1
2019-04-30 09:48:59,2
2019-04-30 09:49:00,4
2019-04-30 09:49:01,0
2019-04-30 09:49:02,0
2019-04-30 09:49:03,1
2019-04-30 09:49:04,2
2019-04-30 09:49:05,1
2019-04-30 09:49:06,2
2019-04-30 09:49:07,1
2019-04-30 09:49:08,2
2019-04-30 09:49:09,4
2019-04-30 09:49:10,4
2019-04-30 09:49:11,5
2019-04-30 09:49:12,8
2019-04-30 09:49:13,6
2019-04-30 09:49:14,2
2019-04-30 09:49:15,5
2019-04-30 09:49:16,4
2019-04-30 09:49:17,7
2019-04-30 09:49:18,5
2019-04-30 09:49:19,1
2019-04-30 09:49:20,15
2019-04-30 09:49:21,6
2019-04-30 09:49:22,7
2019-04-30 09:49:23,3
2019-04-30 09:49:24,4
2019-04-30 09:49:25,4
2019-04-30 09:49:26,5
2019-04-30 09:49:27,5
2019-04-30 09:49:28,6
2019-04-30 09:49:29,3
2019-04-30 09:49:30,4
2019-04-30 09:49:31,1
2019-04-30 09:49:32,5
2019-04-30 09:49:33,4
2019-04-30 09:49:34,1
2019-04-30 09:49:35,5
2019-04-30 09:49:36,2
2019-04-30 09:49:37,3
2019-04-30 09:49:38,2
2019-04-30 09:49:39,4
2019-04-30 09:49:40,0
2019-04-30 09:49:41,4
2019-04-30 09:49:42,5
2019-04-30 09:49:43,7
2019-04-30 09:49:44,7
2019-04-30 09:49:45,7
2019-04-30 09:49:46,6
2019-04-30 09:49:47,4
2019-04-30 09:49:48,5
2019-04-30 09:49:49,6
2019-04-30 09:49:50,3
2019-04-30 09:49:51,5
2019-04-30 09:49:52,1
2019-04-30 09:49:53,2
2019-04-30 09:49:54,1
2019-04-30 09:49:55,7
2019-04-30 09:49:56,3
2019-04-30 09:49:57,1
2019-04-30 09:49:58,2
2019-04-30 09:49:59,4
2019-04-30 09:50:00,2
2019-04-30 09:50:01,1
2019-04-30 09:50:02,1
2019-04-30 09:50:03,1
2019-04-30 09:50:04,2
2019-04-30 09:50:05,4
2019-04-30 09:50:06,1
2019-04-30 09:50:07,1
2019-04-30 09:50:08,1
2019-04-30 09:50:09,1
2019-04-30 09:50:10,0
2019-04-30 09:50:11,0
2019-04-30 09:50:12,0
2019-04-30 09:50:13,1
2019-04-30 09:50:14,0
2019-04-30 09:50:15,1
2019-04-30 09:50:16,2
2019-04-30 09:50:17,4
2019-04-30 09:50:18,1
2019-04-30 09:50:19,1
2019-04-30 09:50:20,1
2019-04-30 09:50:21,0
2019-04-30 09:50:22,0
2019-04-30 09:50:23,2
2019-04-30 09:50:24,5
2019-04-30 09:50:25,1
2019-04-30 09:50:26,2
2019-04-30 09:50:27,1
2019-04-30 09:50:28,1
2019-04-30 09:50:29,0
2019-04-30 09:50:30,1
2019-04-30 09:50:31,1
2019-04-30 09:50:32,1
2019-04-30 09:50:33,3
2019-04-30 09:50:34,2
2019-04-30 09:50:35,5
2019-04-30 09:50:36,8
2019-04-30 09:50:37,2
2019-04-30 09:50:38,4
2019-04-30 09:50:39,2
2019-04-30 09:50:40,4
2019-04-30 09:50:41,7
2019-04-30 09:50:42,1
2019-04-30 09:50:43,0
2019-04-30 09:50:44,1
2019-04-30 09:50:45,0
2019-04-30 09:50:46,4
2019-04-30 09:50:47,4
2019-04-30 09:50:48,2
2019-04-30 09:50:49,3
2019-04-30 09:50:50,0
2019-04-30 09:50:51,2
2019-04-30 09:50:52,0
2019-04-30 09:50:53,1
2019-04-30 09:50:54,0
2019-04-30 09:50:55,0
2019-04-30 09:50:56,0
2019-04-30 09:50:57,0
2019-04-30 09:50:58,0
2019-04-30 09:50:59,1
2019-04-30 09:51:00,0
2019-04-30 09:51:01,0
2019-04-30 09:51:02,2
2019-04-30 09:51:03,0
2019-04-30 09:51:04,0
2019-04-30 09:51:05,0
2019-04-30 09:51:06,2
2019-04-30 09:51:07,1
2019-04-30 09:51:08,1
2019-04-30 09:51:09,0
2019-04-30 09:51:10,1
2019-04-30 09:51:11,0
2019-04-30 09:51:12,1
2019-04-30 09:51:13,0
2019-04-30 09:51:14,1
2019-04-30 09:51:15,4
2019-04-30 09:51:16,4
2019-04-30 09:51:17,1
2019-04-30 09:51:18,2
2019-04-30 09:51:19,2
2019-04-30 09:51:20,2
2019-04-30 09:51:21,0
2019-04-30 09:51:22,0
2019-04-30 09:51:23,2
2019-04-30 09:51:24,1
2019-04-30 09:51:25,1
2019-04-30 09:51:26,2
2019-04-30 09:51:27,2
2019-04-30 09:51:28,6
2019-04-30 09:51:29,2
2019-04-30 09:51:30,1
2019-04-30 09:51:31,5
2019-04-30 09:51:32,3
2019-04-30 09:51:33,3
2019-04-30 09:51:34,1
2019-04-30 09:51:35,2
2019-04-30 09:51:36,3
2019-04-30 09:51:37,0
2019-04-30 09:51:38,5
2019-04-30 09:51:39,3
2019-04-30 09:51:40,0
2019-04-30 09:51:41,1
2019-04-30 09:51:42,1
2019-04-30 09:51:43,0
2019-04-30 09:51:44,4
2019-04-30 09:51:45,3
2019-04-30 09:51:46,2
2019-04-30 09:51:47,0
2019-04-30 09:51:48,1
2019-04-30 09:51:49,2
2019-04-30 09:51:50,1
2019-04-30 09:51:51,4
2019-04-30 09:51:52,2
2019-04-30 09:51:53,1
2019-04-30 09:51:54,0
2019-04-30 09:51:55,2
2019-04-30 09:51:56,2
2019-04-30 09:51:57,2
2019-04-30 09:51:58,2
2019-04-30 09:51:59,0
2019-04-30 09:52:00,1
2019-04-30 09:52:01,1
2019-04-30 09:52:02,0
2019-04-30 09:52:03,2
2019-04-30 09:52:04,0
2019-04-30 09:52:05,0
2019-04-30 09:52:06,4
2019-04-30 09:52:07,2
2019-04-30 09:52:08,1
2019-04-30 09:52:09,3
2019-04-30 09:52:10,3
2019-04-30 09:52:11,4
2019-04-30 09:52:12,4
2019-04-30 09:52:13,5
2019-04-30 09:52:14,1
2019-04-30 09:52:15,1
2019-04-30 09:52:16,2
2019-04-30 09:52:17,1
2019-04-30 09:52:18,4
2019-04-30 09:52:19,1
2019-04-30 09:52:20,1
2019-04-30 09:52:21,5
2019-04-30 09:52:22,2
2019-04-30 09:52:23,4
2019-04-30 09:52:24,2
2019-04-30 09:52:25,1
2019-04-30 09:52:26,4
2019-04-30 09:52:27,1
2019-04-30 09:52:28,3
2019-04-30 09:52:29,3
2019-04-30 09:52:30,3
2019-04-30 09:52:31,1
2019-04-30 09:52:32,4
2019-04-30 09:52:33,0
2019-04-30 09:52:34,4
2019-04-30 09:52:35,2
2019-04-30 09:52:36,3
2019-04-30 09:52:37,3
2019-04-30 09:52:38,0
2019-04-30 09:52:39,1
2019-04-30 09:52:40,0
2019-04-30 09:52:41,1
2019-04-30 09:52:42,0
2019-04-30 09:52:43,3
2019-04-30 09:52:44,1
2019-04-30 09:52:45,2
2019-04-30 09:52:46,3
2019-04-30 09:52:47,0
2019-04-30 09:52:48,0
2019-04-30 09:52:49,0
2019-04-30 09:52:50,1
2019-04-30 09:52:51,0
2019-04-30 09:52:52,1
2019-04-30 09:52:53,0
2019-04-30 09:52:54,2
2019-04-30 09:52:55,1
2019-04-30 09:52:56,1
2019-04-30 09:52:57,0
2019-04-30 09:52:58,3
2019-04-30 09:52:59,4
2019-04-30 09:53:00,1
2019-04-30 09:53:01,0
2019-04-30 09:53:02,1
2019-04-30 09:53:03,1
2019-04-30 09:53:04,0
2019-04-30 09:53:05,0
